"name"	"taxRank"	"taxID"	"Max"	"C4.16S.txt.cladeReads.."	"lineage"
"Bacteroides finegoldii"	"S"	338188	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides clarus><wbr>Bacteroides clarus YIT 12056"	"-"	762984	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;clarus"
"Bacteroides fragilis"	"S"	817	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides eggerthii"	"S"	28111	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides pyogenes"	"S"	310300	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides faecalis"	"S"	2447885	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides neonati"	"S"	1347393	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides zoogleoformans"	"S"	28119	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides faecichinchillae><wbr>Bacteroides faecichinchillae JCM 17102"	"-"	1236513	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;faecichinchillae"
"Paraphocaeicola><wbr>Paraphocaeicola brunensis"	"S"	2763138	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Paraphocaeicola"
"Prevotellaceae"	"F"	171552	5.14	5.14	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales"
"Prevotella"	"G"	838	2.091	2.091	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella stercorea><wbr>Prevotella stercorea DSM 18206"	"-"	1002367	0.8949	0.8949	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>Prevotella&nbsp;stercorea"
"Prevotella bivia"	"S"	28125	0.3868	0.3868	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella micans"	"S"	189723	0.3475	0.3475	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella disiens"	"S"	28130	0.1246	0.1246	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella pallens"	"S"	60133	0.0295	0.0295	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella jejuni"	"S"	1177574	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella corporis"	"S"	28128	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella paludivivens"	"S"	185294	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella brevis"	"S"	83231	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella lacticifex"	"S"	2854755	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella herbatica"	"S"	2801997	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella aurantiaca"	"S"	596085	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella oryzae><wbr>Prevotella oryzae DSM 17970"	"-"	915438	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>Prevotella&nbsp;oryzae"
"Prevotella bryantii><wbr>Prevotella bryantii B14"	"-"	752555	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>Prevotella&nbsp;bryantii"
"Prevotella intermedia"	"S"	28131	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella oulorum"	"S"	28136	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella nigrescens"	"S"	28133	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotellamassilia><wbr>Prevotellamassilia timonensis"	"S"	1852370	1.16	1.16	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotellamassilia"
"Alloprevotella"	"G"	1283313	1.049	1.049	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae"
"Alloprevotella rava"	"S"	671218	0.6195	0.6195	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Alloprevotella"
"Alloprevotella tannerae"	"S"	76122	0.3835	0.3835	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Alloprevotella"
"Pseudoprevotella><wbr>Pseudoprevotella muciniphila"	"S"	2133944	0.3639	0.3639	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Pseudoprevotella"
"Hoylesella"	"G"	2974257	0.06884	0.06884	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae"
"Hoylesella enoeca"	"S"	76123	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Hoylesella"
"Hoylesella timonensis><wbr>Prevotella timonensis 4401737 = DSM 22865 = JCM 15640"	"-"	1122992	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Hoylesella>Hoylesella&nbsp;timonensis"
"Hoylesella nanceiensis"	"S"	425941	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Hoylesella"
"Hoylesella loescheii"	"S"	840	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Hoylesella"
"Massiliprevotella><wbr>Massiliprevotella massiliensis"	"S"	1816687	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Massiliprevotella"
"Paraprevotella><wbr>Paraprevotella clara"	"S"	454154	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Paraprevotella"
"Metaprevotella><wbr>Metaprevotella massiliensis"	"S"	1870999	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Metaprevotella"
"Tannerellaceae"	"F"	2005525	0.9604	0.9604	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales"
"Parabacteroides"	"G"	375288	0.944	0.944	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Tannerellaceae"
"Parabacteroides merdae"	"S"	46503	0.8064	0.8064	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Tannerellaceae>Parabacteroides"
"Parabacteroides gordonii"	"S"	574930	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Tannerellaceae>Parabacteroides"
"Parabacteroides chinchillae"	"S"	871327	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Tannerellaceae>Parabacteroides"
"Tannerella><wbr>Tannerella serpentiformis"	"S"	712710	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Tannerellaceae>Tannerella"
"Porphyromonadaceae><wbr>Porphyromonas"	"G"	836	0.2098	0.2098	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae"
"Porphyromonas asaccharolytica><wbr>Porphyromonas asaccharolytica DSM 20707"	"-"	879243	0.1311	0.1311	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas>Porphyromonas&nbsp;asaccharolytica"
"Porphyromonas uenonis"	"S"	281920	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas pasteri"	"S"	1583331	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas crevioricanis"	"S"	393921	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas canoris"	"S"	36875	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas catoniae><wbr>Porphyromonas catoniae ATCC 51270"	"-"	887901	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas>Porphyromonas&nbsp;catoniae"
"Porphyromonadaceae><wbr>Microbacter><wbr>Microbacter margulisiae"	"S"	1350067	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Microbacter"
"Barnesiellaceae><wbr>Barnesiella"	"G"	397864	0.04589	0.04589	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Barnesiellaceae"
"Barnesiella intestinihominis"	"S"	487174	0.03934	0.03934	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Barnesiellaceae>Barnesiella"
"Odoribacteraceae><wbr>Odoribacter><wbr>Odoribacter splanchnicus"	"S"	28118	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Odoribacteraceae>Odoribacter"
"Odoribacteraceae><wbr>Butyricimonas"	"G"	574697	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Odoribacteraceae"
"Butyricimonas vaginalis"	"S"	2042309	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Odoribacteraceae>Butyricimonas"
"Odoribacteraceae><wbr>Culturomica><wbr>Culturomica massiliensis"	"S"	1841857	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Odoribacteraceae>Culturomica"
"Rikenellaceae"	"F"	171550	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales"
"Alistipes"	"G"	239759	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Rikenellaceae"
"Alistipes finegoldii"	"S"	214856	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Rikenellaceae>Alistipes"
"Anaerocella><wbr>Anaerocella delicata"	"S"	433338	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Rikenellaceae>Anaerocella"
"Dysgonomonadaceae><wbr>Dysgonomonas><wbr>Dysgonomonas mossii"	"S"	163665	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Dysgonomonas"
"Dysgonomonadaceae><wbr>Dysgonomonas><wbr>Dysgonomonas hofstadii"	"S"	637886	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Dysgonomonas"
"Dysgonomonadaceae><wbr>Dysgonomonas><wbr>Dysgonomonas alginatilytica"	"S"	1605892	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Dysgonomonas"
"Muribaculaceae><wbr>Duncaniella><wbr>Duncaniella dubosii"	"S"	2518971	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Muribaculaceae>Duncaniella"
"Muribaculaceae><wbr>Sodaliphilus><wbr>Sodaliphilus pleomorphus"	"S"	2606626	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Muribaculaceae>Sodaliphilus"
"Marinilabiliales><wbr>...><wbr>Roseimarinus sediminis"	"S"	1610899	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae>Roseimarinus"
"Flavobacteriia><wbr>...><wbr>Chryseobacterium proteolyticum"	"S"	118127	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group>Chryseobacterium"
"Flavobacteriia><wbr>...><wbr>Kaistella solincola"	"S"	510955	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group>Kaistella"
"Flavobacteriia><wbr>...><wbr>Chishuiella changwenlii"	"S"	1434701	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chishuiella"
"Flavobacteriia><wbr>...><wbr>Capnocytophaga granulosa ATCC 51502"	"-"	641143	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga>Capnocytophaga&nbsp;granulosa"
"Flavobacteriia><wbr>...><wbr>Capnocytophaga leadbetteri"	"S"	327575	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Flavobacteriia><wbr>...><wbr>Capnocytophaga gingivalis"	"S"	1017	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Flavobacteriia><wbr>...><wbr>Capnocytophaga sputigena"	"S"	1019	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Flavobacteriia><wbr>...><wbr>Capnocytophaga endodontalis"	"S"	2708117	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Flavobacteriia><wbr>...><wbr>Muriicola jejuensis"	"S"	504488	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Muriicola"
"Flavobacteriia><wbr>...><wbr>Wandonia haliotis NBRC 105642"	"-"	1223530	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Crocinitomicaceae>Wandonia>Wandonia&nbsp;haliotis"
"Cytophagia><wbr>...><wbr>Hymenobacter baengnokdamensis"	"S"	2615203	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Cytophagia><wbr>...><wbr>Cytophaga"	"G"	978	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae"
"Cytophagia><wbr>...><wbr>Cyclobacterium jeungdonense"	"S"	708087	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Cyclobacterium"
"Cytophagia><wbr>...><wbr>Raineya orbicola"	"S"	2016530	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Raineyaceae>Raineya"
"Sphingobacteriia><wbr>...><wbr>Pedobacter westerhofensis"	"S"	425512	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Sphingobacteriia><wbr>...><wbr>Parapedobacter"	"G"	416949	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacteriia><wbr>...><wbr>Mucilaginibacter"	"G"	423349	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacteriia><wbr>...><wbr>Pseudopedobacter beijingensis"	"S"	1207056	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pseudopedobacter"
"Sphingobacteriia><wbr>...><wbr>Filobacterium rodentium"	"S"	28192	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Filobacteriaceae>Filobacterium"
"Chitinophagia><wbr>Chitinophagales><wbr>Chitinophagaceae"	"F"	563835	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Chitinophagia>Chitinophagales"
"Balneolota><wbr>...><wbr>Balneola alkaliphila"	"S"	455359	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Balneolota>Balneolia>Balneolales>Balneolaceae>Balneola"
"Balneolota><wbr>...><wbr>Balneola vulgaris"	"S"	287535	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Balneolota>Balneolia>Balneolales>Balneolaceae>Balneola"
"Rhodothermota><wbr>...><wbr>Salinibacteraceae"	"F"	1853225	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Rhodothermota>Rhodothermia>Rhodothermales"
"Rhodothermota><wbr>...><wbr>Longimonas halophila"	"S"	1469170	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Rhodothermota>Rhodothermia>Rhodothermales>Salisaetaceae>Longimonas"
"FCB group><wbr>...><wbr>Gemmatimonas"	"G"	173479	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadota>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"PVC group><wbr>Verrucomicrobiota"	"P"	74201	2.429	2.429	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group"
"Verrucomicrobiae><wbr>Verrucomicrobiales"	"O"	48461	2.422	2.422	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobiota>Verrucomicrobiae"
